Function,Dimension,Run,ErrorValue
8,10,51,2.30000000e+03
9,10,1,2.73076395e+03
9,10,2,2.73071115e+03
9,10,3,2.50000000e+03
9,10,4,2.73190625e+03
9,10,5,2.73404088e+03
9,10,6,2.73015171e+03
9,10,7,2.73184558e+03
9,10,8,2.72760894e+03
9,10,9,2.50016533e+03
9,10,10,2.73170111e+03
9,10,11,2.73178652e+03
9,10,12,2.73238602e+03
9,10,13,2.73596669e+03
9,10,14,2.50000000e+03
9,10,15,2.73184114e+03
9,10,16,2.73266996e+03
9,10,17,2.73053109e+03
9,10,18,2.50000000e+03
9,10,19,2.50000000e+03
9,10,20,2.50000000e+03
9,10,21,2.73208742e+03
9,10,22,2.72956428e+03
9,10,23,2.73262744e+03
9,10,24,2.50031948e+03
9,10,25,2.73225636e+03
9,10,26,2.72989443e+03
9,10,27,2.73099491e+03
9,10,28,2.72990104e+03
9,10,29,2.73024422e+03
9,10,30,2.73024391e+03
9,10,31,2.72956498e+03
9,10,32,2.73024389e+03
9,10,33,2.73220855e+03
9,10,34,2.50000000e+03
9,10,35,2.73024424e+03
9,10,36,2.72938194e+03
9,10,37,2.73113847e+03
9,10,38,2.72954460e+03
9,10,39,2.50000155e+03
9,10,40,2.73246779e+03
9,10,41,2.73265357e+03
9,10,42,2.73172240e+03
9,10,43,2.72861778e+03
9,10,44,2.72956465e+03
9,10,45,2.72954562e+03
9,10,46,2.72949303e+03
9,10,47,2.40000000e+03
9,10,48,2.73038716e+03
9,10,49,2.73166616e+03
9,10,50,2.72859001e+03
9,10,51,2.73123654e+03
10,10,1,2.89800899e+03
10,10,2,2.89800899e+03
10,10,3,2.94333391e+03
10,10,4,2.89800899e+03
10,10,5,2.94337224e+03
10,10,6,2.89800899e+03
10,10,7,2.94337224e+03
10,10,8,2.89800899e+03
10,10,9,2.89774287e+03
10,10,10,2.94332995e+03
10,10,11,2.89800899e+03
10,10,12,2.94577756e+03
10,10,13,2.89800899e+03
10,10,14,2.94337224e+03
10,10,15,2.89800899e+03
10,10,16,2.89800899e+03
10,10,17,2.89800899e+03
10,10,18,2.89803578e+03
10,10,19,2.94333391e+03
10,10,20,2.89800899e+03
10,10,21,2.89800899e+03
10,10,22,2.94332995e+03
10,10,23,2.89803578e+03
10,10,24,2.89774287e+03
10,10,25,2.89800899e+03
10,10,26,2.89774287e+03
10,10,27,2.94580326e+03
10,10,28,2.89800899e+03
10,10,29,2.89800899e+03
10,10,30,2.89800899e+03
10,10,31,2.89803316e+03
10,10,32,2.94335672e+03
10,10,33,2.89800899e+03
10,10,34,2.94332995e+03
10,10,35,2.94333391e+03
10,10,36,2.89803578e+03
10,10,37,2.89800899e+03
10,10,38,2.89800899e+03
10,10,39,2.94577756e+03
10,10,40,2.89803578e+03
10,10,41,2.89800899e+03
10,10,42,2.89800899e+03
10,10,43,2.94333003e+03
10,10,44,2.94337312e+03
10,10,45,2.89800899e+03
10,10,46,2.89800899e+03
10,10,47,2.89800899e+03
10,10,48,2.89800899e+03
10,10,49,2.89804747e+03
10,10,50,2.89774287e+03
10,10,51,2.89800899e+03
